Unnamed: 0,id,words,ner_tags,marked_sentence,ner_type,entity_words,translated_belarusian,translated_slovenian,translated_slovak,be_feats,sl_feats,sk_feats
406,en-doc5824-sent25,"['The', 'company', ""'s"", 'use', 'of', 'vertical', 'integration', 'also', 'proved', 'successful', 'when', '[Ford]', 'built', 'a', 'gigantic', 'factory', 'that', 'took', 'in', 'raw', 'materials', 'and', 'shipped', 'out', 'finished', 'automobiles', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The company 's use of vertical integration also proved successful when [Ford] built a gigantic factory that took in raw materials and shipped out finished automobiles .,PER,Ford,"Выкарыстанне вертыкальнай інтэграцыі кампаніі таксама апынулася паспяховым, калі [мужчына] пабудаваў гіганцкую фабрыку, якая ўзяла ў сыравіну і адправіла гатовыя аўтамабілі.","Uporaba vertikalne integracije podjetja se je tudi izkazala za uspešno, ko je [moški] zgradil velikansko tovarno, ki je prevzela surovine in odpremila končne avtomobile.","Používanie vertikálnej integrácie spoločnosti sa tiež ukázalo ako úspešné, keď [muž] vybudoval gigantickú továreň, ktorá vzala suroviny a odoslala hotové automobily.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
407,en-doc6019-sent15,"['[Cilician]', 'sea-merchants', 'have', 'to', 'pay', '3', 'follis', 'and', 'in', 'addition', 'to', 'that', ',', '1', 'keration', '(', '12', 'follis', ')', 'to', 'enter', ',', 'and', '2', 'keration', 'to', 'exit', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Cilician] sea-merchants have to pay 3 follis and in addition to that , 1 keration ( 12 follis ) to enter , and 2 keration to exit .",LOC,Cilician,"[горад] Sea-Merchants павінны заплаціць 3 фаліса, а ў дадатак да гэтага, 1 кавалачак (12 фаліс), каб выйсці, і 2 камэрацыі для выхаду.",[kraj] Morski merci morajo plačati 3 follis in poleg tega za vstop v 1 keracijo (12 follis) in 2 keracija za izhod.,"[dedina] Morskí šermchanti musia zaplatiť 3 folis a okrem toho, že 1 Keration (12 Follis) vstúpia, a 2 Kerovanie do výstupu.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
408,en-doc6309-sent16,"['""', 'While', 'the', 'economic', 'slowdown', 'has', 'created', 'a', 'difficult', 'business', 'environment', ',', 'we', 'are', 'encouraged', 'by', 'brisk', 'activity', 'from', 'new', 'and', 'existing', 'propeller', 'fleet', 'operators', 'placing', 'almost', '200', 'orders', 'for', '2009', 'production', 'aircraft,', '""', '[Pelton]', 'stated', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",""" While the economic slowdown has created a difficult business environment , we are encouraged by brisk activity from new and existing propeller fleet operators placing almost 200 orders for 2009 production aircraft, "" [Pelton] stated .",PER,Pelton,"""У той час як эканамічнае запаволенне стварыла складаную дзелавую сераду, нас рэкамендуецца хуткай актыўнасцю ад новых і існуючых аператараў флоту прапелераў, якія размяшчаюць амаль 200 заказаў на вытворчы самалёта 2009 года"", - заявіў [мужчына].","""Medtem ko je gospodarska upočasnitev ustvarila težko poslovno okolje, nas spodbujajo hitra dejavnosti novih in obstoječih operaterjev propelerjeve flote, ki oddajo skoraj 200 naročil za proizvodna letala leta 2009,"" je izjavil [moški].","„Zatiaľ čo ekonomické spomalenie vytvorilo zložité podnikateľské prostredie, povzbudzuje nás svižná aktivita od nových a existujúcich prevádzkovateľov flotily vrtule, ktorí zadávajú takmer 200 objednávok na výrobné lietadlá v roku 2009,“ uviedla [muž].",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
409,en-doc6430-sent63,"['That', 'article', 'was', 'set', 'out', 'for', 'regions', 'like', '[Andalusia]', 'that', 'had', 'been', 'prevented', 'by', 'the', 'outbreak', 'of', 'the', 'Spanish', 'Civil', 'War', 'from', 'adopting', 'a', 'statute', 'of', 'autonomy', 'during', 'the', 'period', 'of', 'the', 'Second', 'Spanish', 'Republic', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",That article was set out for regions like [Andalusia] that had been prevented by the outbreak of the Spanish Civil War from adopting a statute of autonomy during the period of the Second Spanish Republic .,LOC,Andalusia,"Гэты артыкул быў выкладзены для такіх рэгіёнаў, як [вёска], якія былі прадухілены ўспышкай грамадзянскай вайны Іспаніі ад прыняцця статута аўтаноміі ў перыяд Другой Іспанскай Рэспублікі.","Ta članek je bil določen za regije, kot je [vas], ki jih je zaradi izbruha španske državljanske vojne preprečil, da bi v obdobju druge španske republike sprejel statut avtonomije.","Tento článok bol stanovený pre regióny ako [dedina], ktorému zabránilo vypuknutí španielskej občianskej vojny pri prijatí štatútu autonómie počas obdobia druhej Španielskej republiky.",['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
410,en-doc6124-sent1,"['Its', 'name', 'means', '""', 'male', 'water', 'snake', '""', ',', 'and', 'it', 'should', 'not', 'be', 'confused', 'with', '[Hydra]', ',', 'a', 'much', 'larger', 'constellation', 'which', 'represents', 'a', 'female', 'water', 'snake', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Its name means "" male water snake "" , and it should not be confused with [Hydra] , a much larger constellation which represents a female water snake .",LOC,Hydra,"Яго назва азначае ""мужчынская водная змяя"", і яе нельга блытаць з [вёска], значна большым сузор'ям, якое ўяўляе сабой жаночую водную змяю.","Njegovo ime pomeni ""moška vodna kača"" in je ne bi smeli zamenjati s [vas], veliko večjo ozvezdje, ki predstavlja žensko vodno kačo.","Jeho názov znamená „mužský vodný had“ a nemal by sa zamieňať s [dedina], oveľa väčšou konšteláciou, ktorá predstavuje ženský vodný had.",['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
411,en-doc6435-sent33,"['""', 'Prince', '[Eugene]', 'and', 'I,', '""', 'wrote', 'the', 'Duke', ',', '""', 'shall', 'never', 'differ', 'about', 'our', 'share', 'of', 'the', 'laurels', '.', '""']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",""" Prince [Eugene] and I, "" wrote the Duke , "" shall never differ about our share of the laurels . """,PER,Eugene,"""Прынц [мужчына] і я"", - напісаў герцаг, - ніколі не будзе адрознівацца пра нашу долю лаўраў "".","""Princ [moški] in jaz,"" je zapisal vojvoda, ""se nikoli ne razlikuje glede našega deleža lovoric.""","„Princ [muž] a ja,“ napísal vojvoda, „sa nikdy nebude líšiť v našom podiele na vavrínoch.“",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
413,en-doc5807-sent8,"['Separate', 'insurance', 'contracts', '(', 'i.e.', ',', 'insurance', 'policies', 'not', 'bundled', 'with', 'loans', 'or', 'other', 'kinds', 'of', 'contracts', ')', 'were', 'invented', 'in', '[Genoa]', 'in', 'the', '14th', 'century', ',', 'as', 'were', 'insurance', 'pools', 'backed', 'by', 'pledges', 'of', 'landed', 'estates', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Separate insurance contracts ( i.e. , insurance policies not bundled with loans or other kinds of contracts ) were invented in [Genoa] in the 14th century , as were insurance pools backed by pledges of landed estates .",LOC,Genoa,"У 14 -м стагоддзі былі вынайдзены асобныя страхавыя кантракты (г.зн. страхавыя полісы, якія не ў камплекце з крэдытамі і іншымі відамі кантрактаў) былі вынайдзены ў [горад], як і страхавыя пулы, якія падтрымліваюцца абавязацельствамі па зямлі.","V [kraj] so bile v 14. stoletju izumljene ločene zavarovalne pogodbe (tj. Zavarovalne police, ki niso povezane s posojili ali drugimi vrstami pogodb), prav tako tudi zavarovalne bazene, podprte z obljubami o zemljiških posestvih.","Samostatné poistné zmluvy (t. J. Poistné zmluvy, ktoré nie sú spojené s pôžičkami alebo inými druhmi zmlúv) boli vynájdené v [dedina] v 14. storočí, ako boli poistné fondy podporované prísľubmi pozemných majetkov.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
414,en-doc5894-sent71,"['[Bell]', 'introduced', 'a', 'minimalist', ',', 'digital', 'sound', 'to', 'much', 'of', 'the', 'album', ',', 'influenced', 'by', 'IDM', 'and', 'glitch', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Bell] introduced a minimalist , digital sound to much of the album , influenced by IDM and glitch .",PER,Bell,"[мужчына] прадставіў мінімалістычны, лічбавы гук з большай часткай альбома, пад уплывам IDM і Glitch.","[moški] je večino albuma predstavil minimalistični digitalni zvok, na katerega sta vplivala IDM in Glitch.","[žena] predstavil minimalistický digitálny zvuk pre väčšinu albumu, ktorý bol ovplyvnený IDM a Glitch.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
415,en-doc6159-sent16,"['During', 'this', 'period', ',', '[Exeter]', 'was', 'an', 'economically', 'powerful', 'city', ',', 'with', 'a', 'strong', 'trade', 'of', 'wool', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","During this period , [Exeter] was an economically powerful city , with a strong trade of wool .",LOC,Exeter,"У гэты перыяд [горад] быў эканамічна магутным горадам, з моцнай гандлем воўнай.","V tem obdobju je bilo [kraj] ekonomsko močno mesto, z močno trgovino z volno.",Počas tohto obdobia bolo [hrad] ekonomicky silné mesto so silným obchodom s vlnou.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
416,en-doc5977-sent6,"['[Ingmar]', 'was', 'locked', 'up', 'in', 'dark', 'closets', 'for', '""', 'infractions', '""', 'like', 'wetting', 'the', 'bed', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Ingmar] was locked up in dark closets for "" infractions "" like wetting the bed .",PER,Ingmar,"[мужчына] быў заблакаваны ў цёмных шафах для ""парушэнняў"", як змочванне ложка.","[moški] je bil zaprt v temnih omarah za ""kršitve"", kot je vlaženje postelje.","[muž] bol zamknutý v tmavých skrinkách pre „priestupky“, ako je zmáčanie postele.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
418,en-doc6313-sent198,"['[Bogart]', ',', 'a', 'heavy', 'smoker', 'and', 'drinker', ',', 'contracted', 'cancer', 'of', 'the', 'esophagus', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Bogart] , a heavy smoker and drinker , contracted cancer of the esophagus .",PER,Bogart,"[мужчына], моцны курэц і алкаголь, заключыў рак стрававода.","[moški], močan kadilec in pivci, je zbolel za rakom požiralnika.","[muž], ťažký fajčiar a pijan, stiahli rakovinu pažeráka.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
419,en-doc6244-sent1,"['Several', 'theories', 'offer', 'competing', 'explanations', 'of', 'what', 'happened', 'after', 'his', 'famed', 'jump', ',', 'but', 'the', '[FBI]', 'believes', 'he', 'did', 'not', 'survive', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]","Several theories offer competing explanations of what happened after his famed jump , but the [FBI] believes he did not survive .",ORG,FBI,"Некалькі тэорый прапануюць канкуруючыя тлумачэнні таго, што адбылося пасля яго знакамітага скачка, але [саюз] лічыць, што ён не выжыў.","Več teorij ponuja konkurenčne razlage, kaj se je zgodilo po njegovem znanem skoku, vendar [zaveznik] verjame, da ni preživel.","Niekoľko teórií ponúka konkurenčné vysvetlenia toho, čo sa stalo po jeho slávnom skoku, ale [zväz] verí, že neprežil.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
420,en-doc5865-sent15,"['Throughout', 'the', '20th', 'century', '[Ballarat]', 'maintained', 'steady', 'economic', 'and', 'population', 'growth', ',', 'keeping', 'pace', 'with', 'that', 'of', 'the', 'Australian', 'national', 'average', 'without', 'ever', 'experiencing', 'any', 'significant', 'growth', 'surges', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Throughout the 20th century [Ballarat] maintained steady economic and population growth , keeping pace with that of the Australian national average without ever experiencing any significant growth surges .",LOC,Ballarat,"На працягу 20 -га стагоддзя [горад] падтрымліваў устойлівы эканамічны і рост насельніцтва, не кажучы ў нагу з сярэднім па краіне Аўстраліі, не адчуваючы ніякіх значных росту.","V 20. stoletju je [kraj] ohranjal stalno gospodarsko in prebivalstvo, pri čemer je bil v koraku s povprečjem avstralskega državnega povprečja, ne da bi kdaj doživel znatne rasti.","V priebehu 20. storočia si [hrad] udržiaval stály hospodársky a populačný rast, čím sa udržal krok s priemerom austrálskeho národného priemeru bez toho, aby zažil akékoľvek významné nárasty rastu.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
421,en-doc5822-sent39,"['[Chaucer]', ""'s"", 'works', 'may', 'have', 'been', 'distributed', 'in', 'some', 'form', 'during', 'his', 'lifetime', 'in', 'part', 'or', 'in', 'whole', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[Chaucer] 's works may have been distributed in some form during his lifetime in part or in whole .,PER,Chaucer,"Творы [мужчына], магчыма, былі размеркаваны ў нейкай форме пры жыцці часткова альбо цалкам.",[moški] dela so bila morda v neki obliki v svoji življenjski dobi delno ali v celoti.,Práce [muž] mohli byť počas jeho života čiastočne alebo celkovo distribuované.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
422,en-doc5893-sent11,"['This', 'decision', 'was', 'ultimately', 'crucial', 'to', '[Intel]', ""'s"", 'success', 'in', 'the', 'market', '.']","[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]",This decision was ultimately crucial to [Intel] 's success in the market .,ORG,Intel,Такое рашэнне было ў канчатковым выніку вырашальным для поспеху [саюз] на рынку.,Ta odločitev je bila na koncu ključna za uspeh [zaveznik] na trgu.,Toto rozhodnutie bolo v konečnom dôsledku rozhodujúce pre úspech [zväz] na trhu.,[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
423,en-doc6058-sent26,"['When', 'that', 'fleet', 'was', 'defeated', 'by', 'a', 'French', 'fleet', ',', 'however', ',', 'they', 'became', 'trapped', 'in', '[Yorktown]', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","When that fleet was defeated by a French fleet , however , they became trapped in [Yorktown] .",LOC,Yorktown,"Калі гэты флот быў разбіты французскім флотам, яны апынуліся ў пастцы ў [горад].","Ko pa je ta flota premagala francoska flota, so se v [kraj] ujeli.","Keď však táto flotila porazila francúzska flotila, stali sa uväznení v [dedina].",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
